,target_code,filepath,set
363,BCC,..\datasets\PAD-UFES-20\images\PAT_631_1227_585.png,train
364,ACK,..\datasets\PAD-UFES-20\images\PAT_1393_1355_270.png,train
365,ACK,..\datasets\PAD-UFES-20\images\PAT_2010_4136_318.png,train
366,BCC,..\datasets\PAD-UFES-20\images\PAT_806_1520_708.png,train
367,BCC,..\datasets\PAD-UFES-20\images\PAT_923_1753_706.png,train
368,SCC,..\datasets\PAD-UFES-20\images\PAT_497_943_580.png,train
369,NEV,..\datasets\PAD-UFES-20\images\PAT_1334_1178_413.png,train
370,BCC,..\datasets\PAD-UFES-20\images\PAT_521_984_412.png,train
371,NEV,..\datasets\PAD-UFES-20\images\PAT_2125_4653_497.png,train
372,BCC,..\datasets\PAD-UFES-20\images\PAT_771_1491_390.png,train
373,NEV,..\datasets\PAD-UFES-20\images\PAT_1256_879_199.png,train
374,ACK,..\datasets\PAD-UFES-20\images\PAT_2009_4134_828.png,test
375,SCC,..\datasets\PAD-UFES-20\images\PAT_679_1286_677.png,train
376,ACK,..\datasets\PAD-UFES-20\images\PAT_1976_4000_701.png,train
377,BCC,..\datasets\PAD-UFES-20\images\PAT_879_1676_668.png,train
378,SCC,..\datasets\PAD-UFES-20\images\PAT_561_1069_418.png,train
379,ACK,..\datasets\PAD-UFES-20\images\PAT_757_1431_696.png,train
380,ACK,..\datasets\PAD-UFES-20\images\PAT_731_1387_634.png,train
381,BCC,..\datasets\PAD-UFES-20\images\PAT_372_760_355.png,train
382,SCC,..\datasets\PAD-UFES-20\images\PAT_770_1451_136.png,train
383,BCC,..\datasets\PAD-UFES-20\images\PAT_74_112_729.png,train
384,ACK,..\datasets\PAD-UFES-20\images\PAT_1472_1639_87.png,train
385,BCC,..\datasets\PAD-UFES-20\images\PAT_354_731_155.png,train
386,NEV,..\datasets\PAD-UFES-20\images\PAT_1257_887_828.png,train
387,SEK,..\datasets\PAD-UFES-20\images\PAT_2048_4333_63.png,train
388,NEV,..\datasets\PAD-UFES-20\images\PAT_1304_3507_308.png,train
389,NEV,..\datasets\PAD-UFES-20\images\PAT_425_841_644.png,train
390,BCC,..\datasets\PAD-UFES-20\images\PAT_330_1438_323.png,train
391,BCC,..\datasets\PAD-UFES-20\images\PAT_264_405_118.png,train
392,ACK,..\datasets\PAD-UFES-20\images\PAT_1881_3711_217.png,train
393,ACK,..\datasets\PAD-UFES-20\images\PAT_1818_3570_577.png,train
394,BCC,..\datasets\PAD-UFES-20\images\PAT_128_194_144.png,train
395,BCC,..\datasets\PAD-UFES-20\images\PAT_666_1269_65.png,train
396,SEK,..\datasets\PAD-UFES-20\images\PAT_1554_4170_992.png,train
397,SCC,..\datasets\PAD-UFES-20\images\PAT_307_659_85.png,train
398,ACK,..\datasets\PAD-UFES-20\images\PAT_1139_523_682.png,train
399,BCC,..\datasets\PAD-UFES-20\images\PAT_106_158_249.png,train
400,ACK,..\datasets\PAD-UFES-20\images\PAT_1063_269_755.png,valid
401,BCC,..\datasets\PAD-UFES-20\images\PAT_817_1537_643.png,train
402,BCC,..\datasets\PAD-UFES-20\images\PAT_255_388_77.png,valid
403,SCC,..\datasets\PAD-UFES-20\images\PAT_390_790_505.png,train
404,SEK,..\datasets\PAD-UFES-20\images\PAT_1068_285_845.png,train
405,NEV,..\datasets\PAD-UFES-20\images\PAT_1947_3926_165.png,train
406,ACK,..\datasets\PAD-UFES-20\images\PAT_92_141_551.png,train
407,NEV,..\datasets\PAD-UFES-20\images\PAT_1733_3239_934.png,train
408,BCC,..\datasets\PAD-UFES-20\images\PAT_531_1004_189.png,train
409,NEV,..\datasets\PAD-UFES-20\images\PAT_1364_1246_927.png,train
410,BCC,..\datasets\PAD-UFES-20\images\PAT_981_1848_486.png,train
411,ACK,..\datasets\PAD-UFES-20\images\PAT_1402_1377_959.png,valid
412,MEL,..\datasets\PAD-UFES-20\images\PAT_233_354_935.png,train
413,ACK,..\datasets\PAD-UFES-20\images\PAT_1042_187_746.png,train
414,SEK,..\datasets\PAD-UFES-20\images\PAT_1813_3562_195.png,train
415,ACK,..\datasets\PAD-UFES-20\images\PAT_1141_526_416.png,train
416,SCC,..\datasets\PAD-UFES-20\images\PAT_689_1306_772.png,train
417,ACK,..\datasets\PAD-UFES-20\images\PAT_1769_3342_63.png,train
418,BCC,..\datasets\PAD-UFES-20\images\PAT_853_1642_497.png,train
419,SCC,..\datasets\PAD-UFES-20\images\PAT_108_161_423.png,train
420,SEK,..\datasets\PAD-UFES-20\images\PAT_1956_3949_217.png,train
421,ACK,..\datasets\PAD-UFES-20\images\PAT_1476_1657_788.png,train
422,NEV,..\datasets\PAD-UFES-20\images\PAT_1109_436_141.png,train
423,BCC,..\datasets\PAD-UFES-20\images\PAT_211_319_777.png,valid
424,SEK,..\datasets\PAD-UFES-20\images\PAT_1393_1356_371.png,train
425,BCC,..\datasets\PAD-UFES-20\images\PAT_319_679_533.png,test
426,BCC,..\datasets\PAD-UFES-20\images\PAT_766_1444_52.png,test
427,ACK,..\datasets\PAD-UFES-20\images\PAT_408_811_808.png,train
428,NEV,..\datasets\PAD-UFES-20\images\PAT_1639_2879_744.png,train
429,BCC,..\datasets\PAD-UFES-20\images\PAT_645_1222_140.png,train
430,BCC,..\datasets\PAD-UFES-20\images\PAT_179_278_331.png,test
431,BCC,..\datasets\PAD-UFES-20\images\PAT_726_1371_543.png,valid
432,BCC,..\datasets\PAD-UFES-20\images\PAT_82_125_525.png,test
433,NEV,..\datasets\PAD-UFES-20\images\PAT_975_4734_783.png,valid
434,MEL,..\datasets\PAD-UFES-20\images\PAT_109_868_723.png,train
435,NEV,..\datasets\PAD-UFES-20\images\PAT_286_1459_926.png,train
436,ACK,..\datasets\PAD-UFES-20\images\PAT_851_4519_488.png,test
437,ACK,..\datasets\PAD-UFES-20\images\PAT_1243_836_47.png,train
438,SEK,..\datasets\PAD-UFES-20\images\PAT_1329_1168_620.png,train
439,BCC,..\datasets\PAD-UFES-20\images\PAT_115_176_455.png,train
440,ACK,..\datasets\PAD-UFES-20\images\PAT_1439_1521_868.png,train
441,ACK,..\datasets\PAD-UFES-20\images\PAT_2043_4308_681.png,train
442,BCC,..\datasets\PAD-UFES-20\images\PAT_827_1599_248.png,valid
443,ACK,..\datasets\PAD-UFES-20\images\PAT_1181_659_231.png,train
444,NEV,..\datasets\PAD-UFES-20\images\PAT_1326_1156_139.png,train
445,ACK,..\datasets\PAD-UFES-20\images\PAT_1074_322_174.png,train
446,SCC,..\datasets\PAD-UFES-20\images\PAT_503_949_409.png,train
447,BCC,..\datasets\PAD-UFES-20\images\PAT_691_1310_780.png,train
448,BCC,..\datasets\PAD-UFES-20\images\PAT_514_967_908.png,train
449,BCC,..\datasets\PAD-UFES-20\images\PAT_217_333_61.png,train
450,BCC,..\datasets\PAD-UFES-20\images\PAT_467_904_235.png,train
451,BCC,..\datasets\PAD-UFES-20\images\PAT_101_1041_651.png,train
452,ACK,..\datasets\PAD-UFES-20\images\PAT_1347_1226_928.png,train
453,ACK,..\datasets\PAD-UFES-20\images\PAT_2050_4350_36.png,train
454,BCC,..\datasets\PAD-UFES-20\images\PAT_73_111_435.png,valid
455,BCC,..\datasets\PAD-UFES-20\images\PAT_858_1633_926.png,train
456,BCC,..\datasets\PAD-UFES-20\images\PAT_652_1231_516.png,test
457,BCC,..\datasets\PAD-UFES-20\images\PAT_115_175_283.png,train
458,NEV,..\datasets\PAD-UFES-20\images\PAT_1330_1172_722.png,train
459,ACK,..\datasets\PAD-UFES-20\images\PAT_2061_4395_587.png,train
460,ACK,..\datasets\PAD-UFES-20\images\PAT_1374_1286_939.png,valid
461,BCC,..\datasets\PAD-UFES-20\images\PAT_930_1760_560.png,test
462,ACK,..\datasets\PAD-UFES-20\images\PAT_2071_4433_848.png,train
463,ACK,..\datasets\PAD-UFES-20\images\PAT_673_3928_888.png,test
464,BCC,..\datasets\PAD-UFES-20\images\PAT_597_1139_181.png,train
465,ACK,..\datasets\PAD-UFES-20\images\PAT_999_20_540.png,valid
466,ACK,..\datasets\PAD-UFES-20\images\PAT_1762_3332_245.png,test
467,BCC,..\datasets\PAD-UFES-20\images\PAT_235_360_50.png,train
468,ACK,..\datasets\PAD-UFES-20\images\PAT_1070_304_845.png,train
469,SCC,..\datasets\PAD-UFES-20\images\PAT_490_933_352.png,train
470,ACK,..\datasets\PAD-UFES-20\images\PAT_304_4186_458.png,train
471,SCC,..\datasets\PAD-UFES-20\images\PAT_655_1245_807.png,train
472,SEK,..\datasets\PAD-UFES-20\images\PAT_1652_2915_65.png,train
473,SEK,..\datasets\PAD-UFES-20\images\PAT_1397_1361_183.png,train
474,ACK,..\datasets\PAD-UFES-20\images\PAT_2143_4736_227.png,train
475,ACK,..\datasets\PAD-UFES-20\images\PAT_1526_1792_482.png,train
477,SCC,..\datasets\PAD-UFES-20\images\PAT_677_1349_541.png,train
478,BCC,..\datasets\PAD-UFES-20\images\PAT_191_294_629.png,train
479,BCC,..\datasets\PAD-UFES-20\images\PAT_171_265_757.png,train
480,MEL,..\datasets\PAD-UFES-20\images\PAT_801_1518_78.png,valid
481,NEV,..\datasets\PAD-UFES-20\images\PAT_333_1468_620.png,train
482,ACK,..\datasets\PAD-UFES-20\images\PAT_1145_534_529.png,test
483,SEK,..\datasets\PAD-UFES-20\images\PAT_354_1814_726.png,train
484,NEV,..\datasets\PAD-UFES-20\images\PAT_1588_2629_296.png,valid
485,ACK,..\datasets\PAD-UFES-20\images\PAT_224_1340_551.png,valid
486,ACK,..\datasets\PAD-UFES-20\images\PAT_1550_1886_849.png,train
487,SCC,..\datasets\PAD-UFES-20\images\PAT_397_797_742.png,train
488,ACK,..\datasets\PAD-UFES-20\images\PAT_289_442_43.png,valid
489,ACK,..\datasets\PAD-UFES-20\images\PAT_1035_165_800.png,train
490,SEK,..\datasets\PAD-UFES-20\images\PAT_87_133_391.png,test
491,BCC,..\datasets\PAD-UFES-20\images\PAT_46_879_225.png,train
492,BCC,..\datasets\PAD-UFES-20\images\PAT_654_1244_16.png,train
493,ACK,..\datasets\PAD-UFES-20\images\PAT_996_6_886.png,train
494,ACK,..\datasets\PAD-UFES-20\images\PAT_1036_169_687.png,train
495,NEV,..\datasets\PAD-UFES-20\images\PAT_1350_1230_878.png,train
496,BCC,..\datasets\PAD-UFES-20\images\PAT_63_98_187.png,train
497,SEK,..\datasets\PAD-UFES-20\images\PAT_90_219_648.png,valid
498,SEK,..\datasets\PAD-UFES-20\images\PAT_1122_479_664.png,train
499,BCC,..\datasets\PAD-UFES-20\images\PAT_378_770_302.png,valid
500,NEV,..\datasets\PAD-UFES-20\images\PAT_1648_2904_523.png,train
501,SEK,..\datasets\PAD-UFES-20\images\PAT_194_298_945.png,train
502,ACK,..\datasets\PAD-UFES-20\images\PAT_1265_908_754.png,train
503,ACK,..\datasets\PAD-UFES-20\images\PAT_108_162_526.png,train
504,BCC,..\datasets\PAD-UFES-20\images\PAT_381_775_253.png,train
505,NEV,..\datasets\PAD-UFES-20\images\PAT_1197_713_520.png,valid
506,SEK,..\datasets\PAD-UFES-20\images\PAT_2016_4160_868.png,valid
507,BCC,..\datasets\PAD-UFES-20\images\PAT_467_904_776.png,train
508,BCC,..\datasets\PAD-UFES-20\images\PAT_723_1396_338.png,valid
509,ACK,..\datasets\PAD-UFES-20\images\PAT_1866_3660_115.png,train
510,ACK,..\datasets\PAD-UFES-20\images\PAT_753_1427_658.png,valid
511,SEK,..\datasets\PAD-UFES-20\images\PAT_1719_3203_18.png,train
512,BCC,..\datasets\PAD-UFES-20\images\PAT_279_429_142.png,train
513,SEK,..\datasets\PAD-UFES-20\images\PAT_1329_1167_230.png,train
514,ACK,..\datasets\PAD-UFES-20\images\PAT_539_1023_878.png,train
515,NEV,..\datasets\PAD-UFES-20\images\PAT_1903_3791_14.png,test
516,NEV,..\datasets\PAD-UFES-20\images\PAT_1215_752_707.png,train
517,BCC,..\datasets\PAD-UFES-20\images\PAT_270_416_398.png,train
518,BCC,..\datasets\PAD-UFES-20\images\PAT_179_277_436.png,test
519,SCC,..\datasets\PAD-UFES-20\images\PAT_974_1842_574.png,train
520,BCC,..\datasets\PAD-UFES-20\images\PAT_35_48_43.png,train
521,SCC,..\datasets\PAD-UFES-20\images\PAT_527_1359_165.png,train
522,SCC,..\datasets\PAD-UFES-20\images\PAT_319_680_166.png,test
523,ACK,..\datasets\PAD-UFES-20\images\PAT_1112_455_845.png,train
524,ACK,..\datasets\PAD-UFES-20\images\PAT_1715_3186_948.png,train
525,ACK,..\datasets\PAD-UFES-20\images\PAT_1369_1269_370.png,train
526,BCC,..\datasets\PAD-UFES-20\images\PAT_301_649_533.png,train
527,BCC,..\datasets\PAD-UFES-20\images\PAT_247_1293_449.png,train
528,BCC,..\datasets\PAD-UFES-20\images\PAT_645_1224_768.png,train
529,MEL,..\datasets\PAD-UFES-20\images\PAT_995_1867_165.png,valid
530,BCC,..\datasets\PAD-UFES-20\images\PAT_416_826_123.png,train
531,ACK,..\datasets\PAD-UFES-20\images\PAT_1014_85_22.png,train
532,BCC,..\datasets\PAD-UFES-20\images\PAT_872_1707_638.png,valid
533,BCC,..\datasets\PAD-UFES-20\images\PAT_919_1744_318.png,train
534,BCC,..\datasets\PAD-UFES-20\images\PAT_858_1631_427.png,train
535,SEK,..\datasets\PAD-UFES-20\images\PAT_1971_3984_534.png,test
536,BCC,..\datasets\PAD-UFES-20\images\PAT_822_1550_826.png,train
538,SCC,..\datasets\PAD-UFES-20\images\PAT_20_30_44.png,train
539,SCC,..\datasets\PAD-UFES-20\images\PAT_48_74_402.png,train
540,BCC,..\datasets\PAD-UFES-20\images\PAT_112_168_360.png,train
541,BCC,..\datasets\PAD-UFES-20\images\PAT_388_1590_518.png,train
542,MEL,..\datasets\PAD-UFES-20\images\PAT_746_1407_708.png,train
543,ACK,..\datasets\PAD-UFES-20\images\PAT_65_101_847.png,train
544,ACK,..\datasets\PAD-UFES-20\images\PAT_69_1053_540.png,test
545,ACK,..\datasets\PAD-UFES-20\images\PAT_1119_472_513.png,test
546,BCC,..\datasets\PAD-UFES-20\images\PAT_517_972_845.png,train
547,ACK,..\datasets\PAD-UFES-20\images\PAT_44_63_151.png,train
548,ACK,..\datasets\PAD-UFES-20\images\PAT_2126_4654_644.png,train
549,SCC,..\datasets\PAD-UFES-20\images\PAT_712_1335_359.png,train
550,ACK,..\datasets\PAD-UFES-20\images\PAT_1849_3629_214.png,train
551,BCC,..\datasets\PAD-UFES-20\images\PAT_708_1333_222.png,valid
552,SCC,..\datasets\PAD-UFES-20\images\PAT_860_1641_440.png,train
553,SEK,..\datasets\PAD-UFES-20\images\PAT_1420_1460_733.png,train
554,SEK,..\datasets\PAD-UFES-20\images\PAT_2065_4413_298.png,train
555,SCC,..\datasets\PAD-UFES-20\images\PAT_882_1678_192.png,train
556,SEK,..\datasets\PAD-UFES-20\images\PAT_532_3216_633.png,train
557,BCC,..\datasets\PAD-UFES-20\images\PAT_394_794_235.png,train
558,SCC,..\datasets\PAD-UFES-20\images\PAT_590_1121_504.png,train
559,SEK,..\datasets\PAD-UFES-20\images\PAT_1933_3883_413.png,train
560,ACK,..\datasets\PAD-UFES-20\images\PAT_1565_2432_808.png,train
561,NEV,..\datasets\PAD-UFES-20\images\PAT_1904_3794_215.png,test
562,BCC,..\datasets\PAD-UFES-20\images\PAT_279_1393_118.png,train
563,BCC,..\datasets\PAD-UFES-20\images\PAT_211_319_810.png,valid
564,BCC,..\datasets\PAD-UFES-20\images\PAT_864_1645_639.png,train
565,SEK,..\datasets\PAD-UFES-20\images\PAT_1783_3415_640.png,train
566,NEV,..\datasets\PAD-UFES-20\images\PAT_1699_3126_673.png,valid
567,NEV,..\datasets\PAD-UFES-20\images\PAT_1364_1246_447.png,train
568,BCC,..\datasets\PAD-UFES-20\images\PAT_512_962_998.png,train
569,SCC,..\datasets\PAD-UFES-20\images\PAT_924_1757_784.png,valid
570,ACK,..\datasets\PAD-UFES-20\images\PAT_809_1528_118.png,train
571,ACK,..\datasets\PAD-UFES-20\images\PAT_1483_1678_850.png,train
572,SCC,..\datasets\PAD-UFES-20\images\PAT_400_801_376.png,train
573,ACK,..\datasets\PAD-UFES-20\images\PAT_2102_4575_616.png,train
574,BCC,..\datasets\PAD-UFES-20\images\PAT_326_690_797.png,train
575,BCC,..\datasets\PAD-UFES-20\images\PAT_40_1026_312.png,train
576,NEV,..\datasets\PAD-UFES-20\images\PAT_957_1814_77.png,test
577,BCC,..\datasets\PAD-UFES-20\images\PAT_452_882_896.png,train
578,BCC,..\datasets\PAD-UFES-20\images\PAT_948_1801_721.png,train
579,ACK,..\datasets\PAD-UFES-20\images\PAT_57_90_910.png,test
580,MEL,..\datasets\PAD-UFES-20\images\PAT_975_1834_152.png,valid
581,BCC,..\datasets\PAD-UFES-20\images\PAT_128_194_28.png,train
582,SCC,..\datasets\PAD-UFES-20\images\PAT_155_240_211.png,train
583,ACK,..\datasets\PAD-UFES-20\images\PAT_2107_4595_381.png,train
584,BCC,..\datasets\PAD-UFES-20\images\PAT_53_82_940.png,train
585,BCC,..\datasets\PAD-UFES-20\images\PAT_596_1146_316.png,test
586,SCC,..\datasets\PAD-UFES-20\images\PAT_713_1336_159.png,train
587,BCC,..\datasets\PAD-UFES-20\images\PAT_153_1200_541.png,valid
588,SEK,..\datasets\PAD-UFES-20\images\PAT_1874_3687_799.png,train
589,ACK,..\datasets\PAD-UFES-20\images\PAT_230_351_720.png,train
590,ACK,..\datasets\PAD-UFES-20\images\PAT_328_1738_890.png,train
591,ACK,..\datasets\PAD-UFES-20\images\PAT_1498_1716_626.png,train
592,BCC,..\datasets\PAD-UFES-20\images\PAT_366_752_782.png,train
593,MEL,..\datasets\PAD-UFES-20\images\PAT_433_852_20.png,train
594,SEK,..\datasets\PAD-UFES-20\images\PAT_1709_3159_935.png,train
595,BCC,..\datasets\PAD-UFES-20\images\PAT_431_850_472.png,valid
596,NEV,..\datasets\PAD-UFES-20\images\PAT_1611_2725_680.png,valid
597,BCC,..\datasets\PAD-UFES-20\images\PAT_849_1612_143.png,train
598,ACK,..\datasets\PAD-UFES-20\images\PAT_1399_1367_121.png,train
599,ACK,..\datasets\PAD-UFES-20\images\PAT_1704_3142_702.png,train
600,SCC,..\datasets\PAD-UFES-20\images\PAT_227_347_19.png,train
601,ACK,..\datasets\PAD-UFES-20\images\PAT_1799_3457_209.png,train
602,BCC,..\datasets\PAD-UFES-20\images\PAT_430_847_315.png,train
603,BCC,..\datasets\PAD-UFES-20\images\PAT_903_1719_943.png,train
604,ACK,..\datasets\PAD-UFES-20\images\PAT_749_1414_770.png,train
605,ACK,..\datasets\PAD-UFES-20\images\PAT_1065_277_768.png,train
607,ACK,..\datasets\PAD-UFES-20\images\PAT_1812_3492_670.png,test
608,SEK,..\datasets\PAD-UFES-20\images\PAT_1554_2393_96.png,train
609,ACK,..\datasets\PAD-UFES-20\images\PAT_1369_1270_496.png,train
610,BCC,..\datasets\PAD-UFES-20\images\PAT_761_1435_561.png,train
611,ACK,..\datasets\PAD-UFES-20\images\PAT_1738_3260_304.png,train
612,ACK,..\datasets\PAD-UFES-20\images\PAT_1019_110_194.png,train
613,SCC,..\datasets\PAD-UFES-20\images\PAT_49_75_326.png,train
614,ACK,..\datasets\PAD-UFES-20\images\PAT_999_20_583.png,valid
615,NEV,..\datasets\PAD-UFES-20\images\PAT_1733_3239_389.png,train
616,BCC,..\datasets\PAD-UFES-20\images\PAT_247_378_484.png,train
617,BCC,..\datasets\PAD-UFES-20\images\PAT_456_887_499.png,train
618,SCC,..\datasets\PAD-UFES-20\images\PAT_637_1434_570.png,train
619,ACK,..\datasets\PAD-UFES-20\images\PAT_571_1097_652.png,train
620,SEK,..\datasets\PAD-UFES-20\images\PAT_1198_715_648.png,train
621,NEV,..\datasets\PAD-UFES-20\images\PAT_1731_3237_197.png,train
622,SEK,..\datasets\PAD-UFES-20\images\PAT_1593_2652_422.png,train
623,ACK,..\datasets\PAD-UFES-20\images\PAT_388_2452_548.png,train
624,ACK,..\datasets\PAD-UFES-20\images\PAT_202_916_612.png,train
625,ACK,..\datasets\PAD-UFES-20\images\PAT_1170_608_367.png,train
626,ACK,..\datasets\PAD-UFES-20\images\PAT_1065_275_136.png,train
627,ACK,..\datasets\PAD-UFES-20\images\PAT_704_1323_974.png,train
628,BCC,..\datasets\PAD-UFES-20\images\PAT_753_1428_451.png,valid
629,ACK,..\datasets\PAD-UFES-20\images\PAT_715_4072_827.png,valid
630,ACK,..\datasets\PAD-UFES-20\images\PAT_639_3674_452.png,train
631,SEK,..\datasets\PAD-UFES-20\images\PAT_1072_318_856.png,train
632,SCC,..\datasets\PAD-UFES-20\images\PAT_349_724_133.png,train
633,SEK,..\datasets\PAD-UFES-20\images\PAT_1420_1461_93.png,train
634,BCC,..\datasets\PAD-UFES-20\images\PAT_237_362_909.png,train
635,BCC,..\datasets\PAD-UFES-20\images\PAT_646_1225_590.png,train
636,SCC,..\datasets\PAD-UFES-20\images\PAT_630_1196_710.png,train
637,ACK,..\datasets\PAD-UFES-20\images\PAT_2041_4298_408.png,train
638,ACK,..\datasets\PAD-UFES-20\images\PAT_1600_2685_445.png,valid
639,SEK,..\datasets\PAD-UFES-20\images\PAT_1460_1598_708.png,test
640,ACK,..\datasets\PAD-UFES-20\images\PAT_2131_4683_112.png,train
641,ACK,..\datasets\PAD-UFES-20\images\PAT_492_1782_752.png,valid
642,ACK,..\datasets\PAD-UFES-20\images\PAT_757_4220_942.png,train
643,BCC,..\datasets\PAD-UFES-20\images\PAT_412_817_232.png,train
644,SEK,..\datasets\PAD-UFES-20\images\PAT_1070_308_751.png,train
645,SCC,..\datasets\PAD-UFES-20\images\PAT_365_750_854.png,train
646,ACK,..\datasets\PAD-UFES-20\images\PAT_2011_4140_787.png,train
647,BCC,..\datasets\PAD-UFES-20\images\PAT_330_696_894.png,train
648,BCC,..\datasets\PAD-UFES-20\images\PAT_582_1363_358.png,train
649,ACK,..\datasets\PAD-UFES-20\images\PAT_1280_972_727.png,train
650,ACK,..\datasets\PAD-UFES-20\images\PAT_393_793_852.png,train
651,NEV,..\datasets\PAD-UFES-20\images\PAT_61_299_74.png,test
652,BCC,..\datasets\PAD-UFES-20\images\PAT_432_851_560.png,train
653,ACK,..\datasets\PAD-UFES-20\images\PAT_2106_4590_227.png,train
654,ACK,..\datasets\PAD-UFES-20\images\PAT_85_129_225.png,train
655,ACK,..\datasets\PAD-UFES-20\images\PAT_1790_3427_355.png,train
656,BCC,..\datasets\PAD-UFES-20\images\PAT_180_279_377.png,train
657,SCC,..\datasets\PAD-UFES-20\images\PAT_219_336_376.png,valid
658,SEK,..\datasets\PAD-UFES-20\images\PAT_1286_999_824.png,train
659,BCC,..\datasets\PAD-UFES-20\images\PAT_529_994_419.png,valid
660,BCC,..\datasets\PAD-UFES-20\images\PAT_188_289_908.png,train
661,BCC,..\datasets\PAD-UFES-20\images\PAT_356_736_188.png,train
662,ACK,..\datasets\PAD-UFES-20\images\PAT_1432_1497_328.png,train
663,ACK,..\datasets\PAD-UFES-20\images\PAT_951_1836_991.png,train
664,NEV,..\datasets\PAD-UFES-20\images\PAT_1448_1551_366.png,train
665,BCC,..\datasets\PAD-UFES-20\images\PAT_911_1728_101.png,train
666,BCC,..\datasets\PAD-UFES-20\images\PAT_697_1317_892.png,train
667,SEK,..\datasets\PAD-UFES-20\images\PAT_1832_3597_594.png,train
668,BCC,..\datasets\PAD-UFES-20\images\PAT_856_1626_523.png,train
669,NEV,..\datasets\PAD-UFES-20\images\PAT_1914_3821_427.png,train
670,BCC,..\datasets\PAD-UFES-20\images\PAT_835_1577_938.png,train
671,NEV,..\datasets\PAD-UFES-20\images\PAT_1914_3823_180.png,train
672,SEK,..\datasets\PAD-UFES-20\images\PAT_1978_4004_82.png,train
673,NEV,..\datasets\PAD-UFES-20\images\PAT_627_1188_755.png,train
674,ACK,..\datasets\PAD-UFES-20\images\PAT_531_3079_652.png,train
675,ACK,..\datasets\PAD-UFES-20\images\PAT_1720_3208_130.png,train
676,BCC,..\datasets\PAD-UFES-20\images\PAT_115_177_575.png,train
678,BCC,..\datasets\PAD-UFES-20\images\PAT_337_706_254.png,train
679,NEV,..\datasets\PAD-UFES-20\images\PAT_1597_2666_130.png,train
680,BCC,..\datasets\PAD-UFES-20\images\PAT_923_1753_496.png,train
681,NEV,..\datasets\PAD-UFES-20\images\PAT_1682_3052_873.png,test
682,BCC,..\datasets\PAD-UFES-20\images\PAT_207_1280_15.png,train
683,BCC,..\datasets\PAD-UFES-20\images\PAT_242_368_261.png,test
684,BCC,..\datasets\PAD-UFES-20\images\PAT_806_1519_527.png,train
685,ACK,..\datasets\PAD-UFES-20\images\PAT_1491_1703_637.png,train
686,NEV,..\datasets\PAD-UFES-20\images\PAT_1379_4145_486.png,train
687,BCC,..\datasets\PAD-UFES-20\images\PAT_703_1329_112.png,train
688,BCC,..\datasets\PAD-UFES-20\images\PAT_468_905_765.png,train
689,ACK,..\datasets\PAD-UFES-20\images\PAT_1449_1554_932.png,train
690,ACK,..\datasets\PAD-UFES-20\images\PAT_1666_2985_968.png,train
691,BCC,..\datasets\PAD-UFES-20\images\PAT_305_655_30.png,test
692,BCC,..\datasets\PAD-UFES-20\images\PAT_493_1862_360.png,train
693,ACK,..\datasets\PAD-UFES-20\images\PAT_401_4594_970.png,train
694,BCC,..\datasets\PAD-UFES-20\images\PAT_36_49_935.png,train
695,BCC,..\datasets\PAD-UFES-20\images\PAT_204_310_975.png,train
696,BCC,..\datasets\PAD-UFES-20\images\PAT_788_1503_168.png,train
697,ACK,..\datasets\PAD-UFES-20\images\PAT_217_963_806.png,train
698,NEV,..\datasets\PAD-UFES-20\images\PAT_1298_1050_519.png,train
699,BCC,..\datasets\PAD-UFES-20\images\PAT_514_969_187.png,train
700,BCC,..\datasets\PAD-UFES-20\images\PAT_86_1109_306.png,train
701,SEK,..\datasets\PAD-UFES-20\images\PAT_1585_2619_396.png,train
702,BCC,..\datasets\PAD-UFES-20\images\PAT_812_1625_430.png,train
703,ACK,..\datasets\PAD-UFES-20\images\PAT_86_1082_41.png,train
704,ACK,..\datasets\PAD-UFES-20\images\PAT_886_4635_304.png,train
705,NEV,..\datasets\PAD-UFES-20\images\PAT_1451_1562_545.png,train
706,NEV,..\datasets\PAD-UFES-20\images\PAT_791_1487_906.png,test
707,BCC,..\datasets\PAD-UFES-20\images\PAT_223_341_187.png,valid
708,BCC,..\datasets\PAD-UFES-20\images\PAT_267_1061_152.png,train
709,SEK,..\datasets\PAD-UFES-20\images\PAT_1314_1108_442.png,train
710,BCC,..\datasets\PAD-UFES-20\images\PAT_15_23_240.png,train
711,NEV,..\datasets\PAD-UFES-20\images\PAT_2006_4123_719.png,train
712,BCC,..\datasets\PAD-UFES-20\images\PAT_196_300_749.png,train
713,BCC,..\datasets\PAD-UFES-20\images\PAT_499_945_878.png,train
714,ACK,..\datasets\PAD-UFES-20\images\PAT_1575_2516_23.png,train
715,ACK,..\datasets\PAD-UFES-20\images\PAT_230_1008_673.png,train
716,BCC,..\datasets\PAD-UFES-20\images\PAT_470_908_103.png,train
717,ACK,..\datasets\PAD-UFES-20\images\PAT_1403_1392_407.png,train
718,BCC,..\datasets\PAD-UFES-20\images\PAT_813_1619_543.png,train
719,BCC,..\datasets\PAD-UFES-20\images\PAT_905_1721_327.png,train
720,BCC,..\datasets\PAD-UFES-20\images\PAT_294_638_564.png,train
721,NEV,..\datasets\PAD-UFES-20\images\PAT_621_1182_456.png,test
722,NEV,..\datasets\PAD-UFES-20\images\PAT_220_1343_489.png,train
723,SEK,..\datasets\PAD-UFES-20\images\PAT_1460_1598_746.png,test
