,target_code,filepath,set
4860,3,..\datasets\cassava-leaf-disease-classification\train_images\1866858066.jpg,train
4861,3,..\datasets\cassava-leaf-disease-classification\train_images\1867212072.jpg,train
4862,3,..\datasets\cassava-leaf-disease-classification\train_images\1867337976.jpg,train
4863,2,..\datasets\cassava-leaf-disease-classification\train_images\1867590389.jpg,train
4864,3,..\datasets\cassava-leaf-disease-classification\train_images\1867630511.jpg,train
4865,3,..\datasets\cassava-leaf-disease-classification\train_images\1867813812.jpg,train
4866,2,..\datasets\cassava-leaf-disease-classification\train_images\186788126.jpg,train
4867,4,..\datasets\cassava-leaf-disease-classification\train_images\1868445246.jpg,valid
4868,2,..\datasets\cassava-leaf-disease-classification\train_images\1868574400.jpg,test
4869,2,..\datasets\cassava-leaf-disease-classification\train_images\1868737413.jpg,valid
4870,3,..\datasets\cassava-leaf-disease-classification\train_images\1869084286.jpg,test
4871,2,..\datasets\cassava-leaf-disease-classification\train_images\1869166281.jpg,valid
4872,3,..\datasets\cassava-leaf-disease-classification\train_images\1869431598.jpg,train
4873,3,..\datasets\cassava-leaf-disease-classification\train_images\1869687839.jpg,valid
4874,1,..\datasets\cassava-leaf-disease-classification\train_images\1869765535.jpg,train
4875,3,..\datasets\cassava-leaf-disease-classification\train_images\1870220929.jpg,train
4876,4,..\datasets\cassava-leaf-disease-classification\train_images\1870238448.jpg,test
4877,1,..\datasets\cassava-leaf-disease-classification\train_images\1870345628.jpg,train
4878,3,..\datasets\cassava-leaf-disease-classification\train_images\1870385338.jpg,train
4879,3,..\datasets\cassava-leaf-disease-classification\train_images\1870471457.jpg,train
4880,4,..\datasets\cassava-leaf-disease-classification\train_images\1870488612.jpg,train
4881,2,..\datasets\cassava-leaf-disease-classification\train_images\1870594416.jpg,train
4882,4,..\datasets\cassava-leaf-disease-classification\train_images\1870606014.jpg,train
4883,4,..\datasets\cassava-leaf-disease-classification\train_images\1870627097.jpg,test
4884,4,..\datasets\cassava-leaf-disease-classification\train_images\1870630420.jpg,test
4885,3,..\datasets\cassava-leaf-disease-classification\train_images\1870703832.jpg,train
4886,3,..\datasets\cassava-leaf-disease-classification\train_images\1870791731.jpg,train
4887,4,..\datasets\cassava-leaf-disease-classification\train_images\1870824948.jpg,train
4888,4,..\datasets\cassava-leaf-disease-classification\train_images\1870826185.jpg,train
4889,3,..\datasets\cassava-leaf-disease-classification\train_images\1871120832.jpg,train
4890,2,..\datasets\cassava-leaf-disease-classification\train_images\1871382569.jpg,train
4891,4,..\datasets\cassava-leaf-disease-classification\train_images\187186579.jpg,train
4892,3,..\datasets\cassava-leaf-disease-classification\train_images\1872997067.jpg,valid
4893,3,..\datasets\cassava-leaf-disease-classification\train_images\1873100849.jpg,train
4894,1,..\datasets\cassava-leaf-disease-classification\train_images\1873204876.jpg,train
4895,2,..\datasets\cassava-leaf-disease-classification\train_images\1873256612.jpg,train
4896,3,..\datasets\cassava-leaf-disease-classification\train_images\1873436140.jpg,valid
4897,3,..\datasets\cassava-leaf-disease-classification\train_images\187343662.jpg,train
4898,3,..\datasets\cassava-leaf-disease-classification\train_images\1873822026.jpg,test
4899,2,..\datasets\cassava-leaf-disease-classification\train_images\1874752223.jpg,train
4900,3,..\datasets\cassava-leaf-disease-classification\train_images\1874783019.jpg,valid
4901,3,..\datasets\cassava-leaf-disease-classification\train_images\1874912757.jpg,valid
4902,3,..\datasets\cassava-leaf-disease-classification\train_images\1874987001.jpg,train
4903,3,..\datasets\cassava-leaf-disease-classification\train_images\1875040493.jpg,valid
4904,2,..\datasets\cassava-leaf-disease-classification\train_images\1875176388.jpg,train
4905,1,..\datasets\cassava-leaf-disease-classification\train_images\1875533805.jpg,train
4906,3,..\datasets\cassava-leaf-disease-classification\train_images\1875575694.jpg,train
4907,3,..\datasets\cassava-leaf-disease-classification\train_images\1875749877.jpg,train
4908,4,..\datasets\cassava-leaf-disease-classification\train_images\1875934102.jpg,train
4909,3,..\datasets\cassava-leaf-disease-classification\train_images\1876635789.jpg,train
4910,4,..\datasets\cassava-leaf-disease-classification\train_images\1876905885.jpg,test
4911,0,..\datasets\cassava-leaf-disease-classification\train_images\1876922129.jpg,train
4912,3,..\datasets\cassava-leaf-disease-classification\train_images\1877329141.jpg,test
4913,0,..\datasets\cassava-leaf-disease-classification\train_images\1877332484.jpg,train
4914,3,..\datasets\cassava-leaf-disease-classification\train_images\1877556541.jpg,train
4915,3,..\datasets\cassava-leaf-disease-classification\train_images\187768518.jpg,train
4916,2,..\datasets\cassava-leaf-disease-classification\train_images\1877887938.jpg,train
4917,4,..\datasets\cassava-leaf-disease-classification\train_images\1878129720.jpg,valid
4918,3,..\datasets\cassava-leaf-disease-classification\train_images\1878603606.jpg,train
4919,3,..\datasets\cassava-leaf-disease-classification\train_images\1878671102.jpg,train
4920,3,..\datasets\cassava-leaf-disease-classification\train_images\187887606.jpg,train
4921,3,..\datasets\cassava-leaf-disease-classification\train_images\1878994621.jpg,train
4922,3,..\datasets\cassava-leaf-disease-classification\train_images\18792791.jpg,train
4923,1,..\datasets\cassava-leaf-disease-classification\train_images\1879306214.jpg,test
4924,3,..\datasets\cassava-leaf-disease-classification\train_images\1879407752.jpg,train
4925,1,..\datasets\cassava-leaf-disease-classification\train_images\1879473722.jpg,train
4926,3,..\datasets\cassava-leaf-disease-classification\train_images\1879613457.jpg,train
4927,2,..\datasets\cassava-leaf-disease-classification\train_images\1879780359.jpg,test
4928,3,..\datasets\cassava-leaf-disease-classification\train_images\1880094167.jpg,train
4929,3,..\datasets\cassava-leaf-disease-classification\train_images\1880302534.jpg,train
4930,4,..\datasets\cassava-leaf-disease-classification\train_images\1880623255.jpg,train
4931,3,..\datasets\cassava-leaf-disease-classification\train_images\1881585879.jpg,train
4932,3,..\datasets\cassava-leaf-disease-classification\train_images\1881799608.jpg,test
4933,0,..\datasets\cassava-leaf-disease-classification\train_images\1881994461.jpg,train
4934,3,..\datasets\cassava-leaf-disease-classification\train_images\1882080819.jpg,train
4935,3,..\datasets\cassava-leaf-disease-classification\train_images\1882161360.jpg,train
4936,3,..\datasets\cassava-leaf-disease-classification\train_images\188217517.jpg,train
4937,3,..\datasets\cassava-leaf-disease-classification\train_images\18822170.jpg,valid
4938,3,..\datasets\cassava-leaf-disease-classification\train_images\1882239524.jpg,train
4939,3,..\datasets\cassava-leaf-disease-classification\train_images\1882389951.jpg,train
4940,3,..\datasets\cassava-leaf-disease-classification\train_images\1882441539.jpg,train
4941,4,..\datasets\cassava-leaf-disease-classification\train_images\1882473489.jpg,test
4942,3,..\datasets\cassava-leaf-disease-classification\train_images\1882606745.jpg,train
4943,3,..\datasets\cassava-leaf-disease-classification\train_images\1882919886.jpg,train
4944,3,..\datasets\cassava-leaf-disease-classification\train_images\1882922468.jpg,valid
4945,1,..\datasets\cassava-leaf-disease-classification\train_images\1882997044.jpg,train
4946,4,..\datasets\cassava-leaf-disease-classification\train_images\1883219633.jpg,train
4947,3,..\datasets\cassava-leaf-disease-classification\train_images\1883239637.jpg,train
4948,3,..\datasets\cassava-leaf-disease-classification\train_images\1883335188.jpg,train
4949,4,..\datasets\cassava-leaf-disease-classification\train_images\1883419936.jpg,train
4950,3,..\datasets\cassava-leaf-disease-classification\train_images\1883708732.jpg,test
4951,3,..\datasets\cassava-leaf-disease-classification\train_images\1883840872.jpg,test
4952,3,..\datasets\cassava-leaf-disease-classification\train_images\188411023.jpg,train
4953,2,..\datasets\cassava-leaf-disease-classification\train_images\1884379874.jpg,train
4954,4,..\datasets\cassava-leaf-disease-classification\train_images\1884499886.jpg,train
4955,3,..\datasets\cassava-leaf-disease-classification\train_images\1884580980.jpg,train
4956,3,..\datasets\cassava-leaf-disease-classification\train_images\1884792007.jpg,train
4957,3,..\datasets\cassava-leaf-disease-classification\train_images\1884942698.jpg,valid
4958,3,..\datasets\cassava-leaf-disease-classification\train_images\1885063363.jpg,train
4959,3,..\datasets\cassava-leaf-disease-classification\train_images\1885201800.jpg,train
4960,2,..\datasets\cassava-leaf-disease-classification\train_images\1885492446.jpg,train
4961,3,..\datasets\cassava-leaf-disease-classification\train_images\1885500567.jpg,test
4962,4,..\datasets\cassava-leaf-disease-classification\train_images\188551774.jpg,train
4963,4,..\datasets\cassava-leaf-disease-classification\train_images\1886828385.jpg,train
4964,4,..\datasets\cassava-leaf-disease-classification\train_images\1886905036.jpg,train
4965,2,..\datasets\cassava-leaf-disease-classification\train_images\1887031828.jpg,train
4966,3,..\datasets\cassava-leaf-disease-classification\train_images\1887102374.jpg,train
4967,3,..\datasets\cassava-leaf-disease-classification\train_images\1887341048.jpg,valid
4968,2,..\datasets\cassava-leaf-disease-classification\train_images\1887369957.jpg,train
4969,4,..\datasets\cassava-leaf-disease-classification\train_images\1887611865.jpg,train
4970,1,..\datasets\cassava-leaf-disease-classification\train_images\1887844954.jpg,train
4971,3,..\datasets\cassava-leaf-disease-classification\train_images\1888303872.jpg,train
4972,2,..\datasets\cassava-leaf-disease-classification\train_images\1888617839.jpg,train
4973,4,..\datasets\cassava-leaf-disease-classification\train_images\1888672105.jpg,train
4974,3,..\datasets\cassava-leaf-disease-classification\train_images\1888804836.jpg,train
4975,3,..\datasets\cassava-leaf-disease-classification\train_images\1888938602.jpg,train
4976,0,..\datasets\cassava-leaf-disease-classification\train_images\1889205491.jpg,train
4977,0,..\datasets\cassava-leaf-disease-classification\train_images\1889215655.jpg,train
4978,3,..\datasets\cassava-leaf-disease-classification\train_images\1889502225.jpg,train
4979,4,..\datasets\cassava-leaf-disease-classification\train_images\1889617951.jpg,valid
4980,3,..\datasets\cassava-leaf-disease-classification\train_images\1889645110.jpg,train
4981,4,..\datasets\cassava-leaf-disease-classification\train_images\1889796065.jpg,train
4982,3,..\datasets\cassava-leaf-disease-classification\train_images\1889980641.jpg,train
4983,3,..\datasets\cassava-leaf-disease-classification\train_images\1890014049.jpg,train
4984,2,..\datasets\cassava-leaf-disease-classification\train_images\1890073539.jpg,train
4985,1,..\datasets\cassava-leaf-disease-classification\train_images\1890187078.jpg,train
4986,3,..\datasets\cassava-leaf-disease-classification\train_images\1890285082.jpg,train
4987,3,..\datasets\cassava-leaf-disease-classification\train_images\1890446979.jpg,valid
4988,3,..\datasets\cassava-leaf-disease-classification\train_images\1890473397.jpg,train
4989,3,..\datasets\cassava-leaf-disease-classification\train_images\1890479595.jpg,train
4990,1,..\datasets\cassava-leaf-disease-classification\train_images\1891003556.jpg,test
4991,3,..\datasets\cassava-leaf-disease-classification\train_images\1891124969.jpg,train
4992,3,..\datasets\cassava-leaf-disease-classification\train_images\1891182946.jpg,train
4993,3,..\datasets\cassava-leaf-disease-classification\train_images\1891543377.jpg,train
4994,3,..\datasets\cassava-leaf-disease-classification\train_images\1891723020.jpg,train
4995,4,..\datasets\cassava-leaf-disease-classification\train_images\1891755915.jpg,train
4996,2,..\datasets\cassava-leaf-disease-classification\train_images\1891912456.jpg,train
4997,3,..\datasets\cassava-leaf-disease-classification\train_images\1891937724.jpg,train
4998,3,..\datasets\cassava-leaf-disease-classification\train_images\1892079469.jpg,train
4999,3,..\datasets\cassava-leaf-disease-classification\train_images\1892210616.jpg,train
5000,3,..\datasets\cassava-leaf-disease-classification\train_images\1892210648.jpg,valid
5001,3,..\datasets\cassava-leaf-disease-classification\train_images\1892299839.jpg,train
5002,4,..\datasets\cassava-leaf-disease-classification\train_images\1892378935.jpg,train
5003,1,..\datasets\cassava-leaf-disease-classification\train_images\1892531971.jpg,train
5004,1,..\datasets\cassava-leaf-disease-classification\train_images\189256302.jpg,train
5005,2,..\datasets\cassava-leaf-disease-classification\train_images\1892715809.jpg,train
5006,3,..\datasets\cassava-leaf-disease-classification\train_images\1892848839.jpg,valid
5007,3,..\datasets\cassava-leaf-disease-classification\train_images\1892978122.jpg,train
5008,2,..\datasets\cassava-leaf-disease-classification\train_images\1893029476.jpg,train
5009,3,..\datasets\cassava-leaf-disease-classification\train_images\1893151157.jpg,train
5010,3,..\datasets\cassava-leaf-disease-classification\train_images\189339781.jpg,train
5011,3,..\datasets\cassava-leaf-disease-classification\train_images\1893520640.jpg,train
5012,3,..\datasets\cassava-leaf-disease-classification\train_images\1893681527.jpg,train
5013,3,..\datasets\cassava-leaf-disease-classification\train_images\1893842412.jpg,train
5014,0,..\datasets\cassava-leaf-disease-classification\train_images\1893906773.jpg,train
5015,1,..\datasets\cassava-leaf-disease-classification\train_images\1894124003.jpg,train
5016,3,..\datasets\cassava-leaf-disease-classification\train_images\1894282232.jpg,valid
5017,3,..\datasets\cassava-leaf-disease-classification\train_images\1894675387.jpg,test
5018,1,..\datasets\cassava-leaf-disease-classification\train_images\1894712729.jpg,train
5019,3,..\datasets\cassava-leaf-disease-classification\train_images\1895234488.jpg,train
5020,3,..\datasets\cassava-leaf-disease-classification\train_images\1895446245.jpg,test
5021,3,..\datasets\cassava-leaf-disease-classification\train_images\189585547.jpg,test
5022,1,..\datasets\cassava-leaf-disease-classification\train_images\1895979101.jpg,train
5023,3,..\datasets\cassava-leaf-disease-classification\train_images\1896023808.jpg,train
5024,3,..\datasets\cassava-leaf-disease-classification\train_images\1896122351.jpg,train
5025,3,..\datasets\cassava-leaf-disease-classification\train_images\1896242040.jpg,valid
5026,2,..\datasets\cassava-leaf-disease-classification\train_images\1896468303.jpg,train
5027,3,..\datasets\cassava-leaf-disease-classification\train_images\1896615294.jpg,valid
5028,3,..\datasets\cassava-leaf-disease-classification\train_images\1896666370.jpg,train
5029,3,..\datasets\cassava-leaf-disease-classification\train_images\1896975057.jpg,train
5030,2,..\datasets\cassava-leaf-disease-classification\train_images\1897014524.jpg,test
5031,1,..\datasets\cassava-leaf-disease-classification\train_images\1897331783.jpg,train
5032,3,..\datasets\cassava-leaf-disease-classification\train_images\1897528635.jpg,train
5033,3,..\datasets\cassava-leaf-disease-classification\train_images\1897585920.jpg,test
5034,3,..\datasets\cassava-leaf-disease-classification\train_images\1897758108.jpg,train
5035,3,..\datasets\cassava-leaf-disease-classification\train_images\1897759599.jpg,train
5036,3,..\datasets\cassava-leaf-disease-classification\train_images\1898437154.jpg,train
5037,3,..\datasets\cassava-leaf-disease-classification\train_images\1898688057.jpg,train
5038,3,..\datasets\cassava-leaf-disease-classification\train_images\189868840.jpg,train
5039,2,..\datasets\cassava-leaf-disease-classification\train_images\1898762161.jpg,train
5040,3,..\datasets\cassava-leaf-disease-classification\train_images\1899098077.jpg,test
5041,3,..\datasets\cassava-leaf-disease-classification\train_images\1899127320.jpg,train
5042,3,..\datasets\cassava-leaf-disease-classification\train_images\189932394.jpg,train
5043,3,..\datasets\cassava-leaf-disease-classification\train_images\1899653723.jpg,train
5044,1,..\datasets\cassava-leaf-disease-classification\train_images\1899678596.jpg,train
5045,3,..\datasets\cassava-leaf-disease-classification\train_images\1899716534.jpg,train
5046,3,..\datasets\cassava-leaf-disease-classification\train_images\1899927409.jpg,valid
5047,3,..\datasets\cassava-leaf-disease-classification\train_images\1899940648.jpg,test
5048,3,..\datasets\cassava-leaf-disease-classification\train_images\1900332418.jpg,train
5049,3,..\datasets\cassava-leaf-disease-classification\train_images\190054871.jpg,train
5050,3,..\datasets\cassava-leaf-disease-classification\train_images\1900619656.jpg,test
5051,3,..\datasets\cassava-leaf-disease-classification\train_images\1900666535.jpg,train
5052,2,..\datasets\cassava-leaf-disease-classification\train_images\1900920171.jpg,test
5053,3,..\datasets\cassava-leaf-disease-classification\train_images\1901115617.jpg,valid
5054,3,..\datasets\cassava-leaf-disease-classification\train_images\1901119946.jpg,train
5055,3,..\datasets\cassava-leaf-disease-classification\train_images\1901135696.jpg,valid
5056,3,..\datasets\cassava-leaf-disease-classification\train_images\1901223927.jpg,train
5057,3,..\datasets\cassava-leaf-disease-classification\train_images\1901330627.jpg,train
5058,3,..\datasets\cassava-leaf-disease-classification\train_images\1901823348.jpg,test
5059,2,..\datasets\cassava-leaf-disease-classification\train_images\190222599.jpg,train
5060,3,..\datasets\cassava-leaf-disease-classification\train_images\1902233349.jpg,train
5061,2,..\datasets\cassava-leaf-disease-classification\train_images\1902246685.jpg,train
5062,3,..\datasets\cassava-leaf-disease-classification\train_images\1902258647.jpg,train
5063,2,..\datasets\cassava-leaf-disease-classification\train_images\1902356737.jpg,test
5064,2,..\datasets\cassava-leaf-disease-classification\train_images\1902379335.jpg,test
5065,3,..\datasets\cassava-leaf-disease-classification\train_images\1902806995.jpg,train
5066,3,..\datasets\cassava-leaf-disease-classification\train_images\1903343245.jpg,train
5067,1,..\datasets\cassava-leaf-disease-classification\train_images\1903454403.jpg,train
5068,3,..\datasets\cassava-leaf-disease-classification\train_images\1903608739.jpg,train
5069,3,..\datasets\cassava-leaf-disease-classification\train_images\1903634061.jpg,test
5070,3,..\datasets\cassava-leaf-disease-classification\train_images\1903720214.jpg,train
5071,3,..\datasets\cassava-leaf-disease-classification\train_images\1903746269.jpg,test
5072,4,..\datasets\cassava-leaf-disease-classification\train_images\1903950320.jpg,train
5073,3,..\datasets\cassava-leaf-disease-classification\train_images\1903992787.jpg,train
5074,3,..\datasets\cassava-leaf-disease-classification\train_images\1904073700.jpg,valid
5075,3,..\datasets\cassava-leaf-disease-classification\train_images\190439528.jpg,valid
5076,0,..\datasets\cassava-leaf-disease-classification\train_images\190449795.jpg,train
5077,3,..\datasets\cassava-leaf-disease-classification\train_images\1904646699.jpg,train
5078,3,..\datasets\cassava-leaf-disease-classification\train_images\1904799311.jpg,train
5079,1,..\datasets\cassava-leaf-disease-classification\train_images\1905119159.jpg,test
5080,2,..\datasets\cassava-leaf-disease-classification\train_images\1905588148.jpg,train
5081,0,..\datasets\cassava-leaf-disease-classification\train_images\1905665106.jpg,train
5082,2,..\datasets\cassava-leaf-disease-classification\train_images\1905776137.jpg,train
5083,0,..\datasets\cassava-leaf-disease-classification\train_images\1905806148.jpg,test
5084,4,..\datasets\cassava-leaf-disease-classification\train_images\1906106521.jpg,train
5085,4,..\datasets\cassava-leaf-disease-classification\train_images\1906649077.jpg,train
5086,3,..\datasets\cassava-leaf-disease-classification\train_images\1906662889.jpg,valid
5087,3,..\datasets\cassava-leaf-disease-classification\train_images\1906831443.jpg,train
5088,0,..\datasets\cassava-leaf-disease-classification\train_images\190698162.jpg,valid
5089,3,..\datasets\cassava-leaf-disease-classification\train_images\1907138537.jpg,valid
5090,3,..\datasets\cassava-leaf-disease-classification\train_images\1907189508.jpg,train
5091,3,..\datasets\cassava-leaf-disease-classification\train_images\1907203125.jpg,test
5092,1,..\datasets\cassava-leaf-disease-classification\train_images\1907269617.jpg,test
5093,3,..\datasets\cassava-leaf-disease-classification\train_images\1907370084.jpg,train
5094,3,..\datasets\cassava-leaf-disease-classification\train_images\1907583116.jpg,valid
5095,0,..\datasets\cassava-leaf-disease-classification\train_images\1907786974.jpg,train
5096,4,..\datasets\cassava-leaf-disease-classification\train_images\1908074016.jpg,valid
5097,0,..\datasets\cassava-leaf-disease-classification\train_images\1908179787.jpg,train
5098,3,..\datasets\cassava-leaf-disease-classification\train_images\1908392634.jpg,train
5099,2,..\datasets\cassava-leaf-disease-classification\train_images\1908512219.jpg,train
5100,3,..\datasets\cassava-leaf-disease-classification\train_images\190851290.jpg,train
5101,4,..\datasets\cassava-leaf-disease-classification\train_images\1908552116.jpg,valid
5102,1,..\datasets\cassava-leaf-disease-classification\train_images\1908665775.jpg,train
5103,3,..\datasets\cassava-leaf-disease-classification\train_images\19090141.jpg,test
5104,4,..\datasets\cassava-leaf-disease-classification\train_images\1909072265.jpg,train
5105,3,..\datasets\cassava-leaf-disease-classification\train_images\1909170813.jpg,valid
5106,2,..\datasets\cassava-leaf-disease-classification\train_images\190928103.jpg,train
5107,3,..\datasets\cassava-leaf-disease-classification\train_images\1909520119.jpg,train
5108,0,..\datasets\cassava-leaf-disease-classification\train_images\1909574970.jpg,train
5109,1,..\datasets\cassava-leaf-disease-classification\train_images\1909629301.jpg,test
5110,3,..\datasets\cassava-leaf-disease-classification\train_images\1909948307.jpg,train
5111,3,..\datasets\cassava-leaf-disease-classification\train_images\1910208633.jpg,train
5112,3,..\datasets\cassava-leaf-disease-classification\train_images\1910478563.jpg,test
5113,4,..\datasets\cassava-leaf-disease-classification\train_images\191073475.jpg,train
5114,3,..\datasets\cassava-leaf-disease-classification\train_images\1910888895.jpg,train
5115,3,..\datasets\cassava-leaf-disease-classification\train_images\1911044072.jpg,valid
5116,3,..\datasets\cassava-leaf-disease-classification\train_images\1911215310.jpg,valid
5117,3,..\datasets\cassava-leaf-disease-classification\train_images\1911224760.jpg,train
5118,1,..\datasets\cassava-leaf-disease-classification\train_images\191139600.jpg,test
5119,3,..\datasets\cassava-leaf-disease-classification\train_images\1911975500.jpg,valid
5120,1,..\datasets\cassava-leaf-disease-classification\train_images\1912329791.jpg,train
5121,3,..\datasets\cassava-leaf-disease-classification\train_images\1913067109.jpg,train
5122,3,..\datasets\cassava-leaf-disease-classification\train_images\1913393149.jpg,train
5123,3,..\datasets\cassava-leaf-disease-classification\train_images\1914091505.jpg,train
5124,3,..\datasets\cassava-leaf-disease-classification\train_images\1914659234.jpg,test
5125,1,..\datasets\cassava-leaf-disease-classification\train_images\1914862989.jpg,train
5126,4,..\datasets\cassava-leaf-disease-classification\train_images\1915044107.jpg,train
5127,2,..\datasets\cassava-leaf-disease-classification\train_images\1915195604.jpg,test
5128,4,..\datasets\cassava-leaf-disease-classification\train_images\1915645722.jpg,train
5129,3,..\datasets\cassava-leaf-disease-classification\train_images\191599460.jpg,train
5130,3,..\datasets\cassava-leaf-disease-classification\train_images\1916496572.jpg,train
5131,4,..\datasets\cassava-leaf-disease-classification\train_images\1916594362.jpg,test
5132,2,..\datasets\cassava-leaf-disease-classification\train_images\1916638324.jpg,train
5133,3,..\datasets\cassava-leaf-disease-classification\train_images\1916750786.jpg,train
5134,1,..\datasets\cassava-leaf-disease-classification\train_images\1916879367.jpg,valid
5135,3,..\datasets\cassava-leaf-disease-classification\train_images\1916947459.jpg,train
5136,4,..\datasets\cassava-leaf-disease-classification\train_images\1916970860.jpg,train
5137,3,..\datasets\cassava-leaf-disease-classification\train_images\191741846.jpg,train
5138,3,..\datasets\cassava-leaf-disease-classification\train_images\191783616.jpg,train
5139,1,..\datasets\cassava-leaf-disease-classification\train_images\1917903934.jpg,test
5140,3,..\datasets\cassava-leaf-disease-classification\train_images\191826367.jpg,train
5141,3,..\datasets\cassava-leaf-disease-classification\train_images\1918288357.jpg,train
5142,3,..\datasets\cassava-leaf-disease-classification\train_images\1918397898.jpg,train
5143,2,..\datasets\cassava-leaf-disease-classification\train_images\1918702434.jpg,train
5144,3,..\datasets\cassava-leaf-disease-classification\train_images\1918762654.jpg,train
5145,4,..\datasets\cassava-leaf-disease-classification\train_images\1918860127.jpg,train
5146,3,..\datasets\cassava-leaf-disease-classification\train_images\1918860186.jpg,train
5147,3,..\datasets\cassava-leaf-disease-classification\train_images\1918913284.jpg,train
5148,3,..\datasets\cassava-leaf-disease-classification\train_images\1919271519.jpg,train
5149,0,..\datasets\cassava-leaf-disease-classification\train_images\1919668160.jpg,train
5150,3,..\datasets\cassava-leaf-disease-classification\train_images\1919707179.jpg,train
5151,3,..\datasets\cassava-leaf-disease-classification\train_images\1919914.jpg,train
5152,1,..\datasets\cassava-leaf-disease-classification\train_images\1920198241.jpg,train
5153,3,..\datasets\cassava-leaf-disease-classification\train_images\1920538853.jpg,train
5154,3,..\datasets\cassava-leaf-disease-classification\train_images\1921012349.jpg,train
5155,3,..\datasets\cassava-leaf-disease-classification\train_images\1921031740.jpg,valid
5156,1,..\datasets\cassava-leaf-disease-classification\train_images\1921138686.jpg,test
5157,2,..\datasets\cassava-leaf-disease-classification\train_images\1921186959.jpg,train
5158,3,..\datasets\cassava-leaf-disease-classification\train_images\1921224656.jpg,train
5159,3,..\datasets\cassava-leaf-disease-classification\train_images\1922566301.jpg,test
5160,4,..\datasets\cassava-leaf-disease-classification\train_images\1922691253.jpg,train
5161,4,..\datasets\cassava-leaf-disease-classification\train_images\1922719796.jpg,train
5162,3,..\datasets\cassava-leaf-disease-classification\train_images\192312490.jpg,train
5163,1,..\datasets\cassava-leaf-disease-classification\train_images\192315586.jpg,train
5164,3,..\datasets\cassava-leaf-disease-classification\train_images\1923179851.jpg,train
5165,3,..\datasets\cassava-leaf-disease-classification\train_images\1923659480.jpg,train
5166,4,..\datasets\cassava-leaf-disease-classification\train_images\1923898414.jpg,train
5167,3,..\datasets\cassava-leaf-disease-classification\train_images\1924021542.jpg,train
5168,3,..\datasets\cassava-leaf-disease-classification\train_images\1924122147.jpg,train
5169,3,..\datasets\cassava-leaf-disease-classification\train_images\1924319462.jpg,train
5170,0,..\datasets\cassava-leaf-disease-classification\train_images\1924360069.jpg,train
5171,3,..\datasets\cassava-leaf-disease-classification\train_images\1924411392.jpg,train
5172,3,..\datasets\cassava-leaf-disease-classification\train_images\1924812792.jpg,valid
5173,3,..\datasets\cassava-leaf-disease-classification\train_images\1924884608.jpg,valid
5174,1,..\datasets\cassava-leaf-disease-classification\train_images\1924914.jpg,train
5175,3,..\datasets\cassava-leaf-disease-classification\train_images\1924967159.jpg,train
5176,1,..\datasets\cassava-leaf-disease-classification\train_images\1925077855.jpg,train
5177,1,..\datasets\cassava-leaf-disease-classification\train_images\1925563620.jpg,train
5178,3,..\datasets\cassava-leaf-disease-classification\train_images\19258990.jpg,test
5179,3,..\datasets\cassava-leaf-disease-classification\train_images\1926101032.jpg,valid
5180,3,..\datasets\cassava-leaf-disease-classification\train_images\1926346428.jpg,train
5181,3,..\datasets\cassava-leaf-disease-classification\train_images\1926533316.jpg,train
5182,0,..\datasets\cassava-leaf-disease-classification\train_images\1926670152.jpg,train
5183,3,..\datasets\cassava-leaf-disease-classification\train_images\1926938373.jpg,train
5184,3,..\datasets\cassava-leaf-disease-classification\train_images\1926981545.jpg,train
5185,3,..\datasets\cassava-leaf-disease-classification\train_images\1927089555.jpg,train
5186,3,..\datasets\cassava-leaf-disease-classification\train_images\1927108127.jpg,train
5187,4,..\datasets\cassava-leaf-disease-classification\train_images\1927144610.jpg,train
5188,3,..\datasets\cassava-leaf-disease-classification\train_images\1927268633.jpg,train
5189,3,..\datasets\cassava-leaf-disease-classification\train_images\1927309377.jpg,train
5190,3,..\datasets\cassava-leaf-disease-classification\train_images\1927374168.jpg,train
5191,3,..\datasets\cassava-leaf-disease-classification\train_images\1927483035.jpg,train
5192,4,..\datasets\cassava-leaf-disease-classification\train_images\1927778435.jpg,train
5193,3,..\datasets\cassava-leaf-disease-classification\train_images\1927862563.jpg,train
5194,3,..\datasets\cassava-leaf-disease-classification\train_images\1927956289.jpg,train
5195,3,..\datasets\cassava-leaf-disease-classification\train_images\1927972009.jpg,train
5196,1,..\datasets\cassava-leaf-disease-classification\train_images\1928188434.jpg,train
5197,3,..\datasets\cassava-leaf-disease-classification\train_images\1928387839.jpg,train
5198,3,..\datasets\cassava-leaf-disease-classification\train_images\1928471334.jpg,test
5199,3,..\datasets\cassava-leaf-disease-classification\train_images\1928512042.jpg,train
5200,3,..\datasets\cassava-leaf-disease-classification\train_images\1928537678.jpg,train
5201,1,..\datasets\cassava-leaf-disease-classification\train_images\1928547462.jpg,train
5202,1,..\datasets\cassava-leaf-disease-classification\train_images\1928678720.jpg,valid
5203,3,..\datasets\cassava-leaf-disease-classification\train_images\1928681930.jpg,train
5204,2,..\datasets\cassava-leaf-disease-classification\train_images\1928947606.jpg,valid
5205,2,..\datasets\cassava-leaf-disease-classification\train_images\1929151368.jpg,train
5206,1,..\datasets\cassava-leaf-disease-classification\train_images\1929477466.jpg,train
5207,0,..\datasets\cassava-leaf-disease-classification\train_images\1929510475.jpg,test
5208,3,..\datasets\cassava-leaf-disease-classification\train_images\1929539397.jpg,train
