,target_code,filepath,set
615,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\CmyiAkUUIAAqSEa.jpg,train
616,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Cochliobolus_heterostrophus.jpg,train
617,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Corn+Blight+1970+Fungus%3A+Southern+Corn+Leaf+Blight.jpg,train
618,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-bacterial-leaf-streak-backlit-severe-lesions.jpg,train
619,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-bacterial-leaf-streak-f1.JPG.jpg,train
620,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-bacterial-leaf-streak-f4.jpg,train
621,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-bacterial-leaf-streak-f7a-b.jpg,train
622,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-bacterial-leaf-streak-narrow-stripes.jpg,train
623,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-bacterial-leaf-streak-V4-AdamsCnty-THartman-F1a.jpg,train
624,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-bacterial-leaf-streak-zoomed.jpg,train
625,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-baterial-leaf-stripe-f1b.JPG.jpg,train
626,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-BLS-irregular-lesions.jpg,train
627,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Corn-Disease-NCLB-A-Nelson-6-18-2015-F1.jpg,train
628,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Corn-disease-small-NCLB-lesions-A-Nelson-6-16-2015-F2.jpg,train
629,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-disease-update-fig-1-northern-leaf-blight.jpg,train
630,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-disease-update-fig-2-diplodia-leaf-streak1.jpg,train
631,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\CORN-DISEASE.jpg,train
632,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-fig-1.jpg,train
633,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-fig-2.jpg,train
634,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Corn-GLS-Picture2-e1403817927977-1024x416.jpg,train
635,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Corn-Gray-Leaf-Spot-7-31-F2.jpg,train
636,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Corn-gray-leaf-spot-8-14-15-F1.jpg,train
637,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Corn-gray-leaf-spot-8-21.jpg,train
638,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Corn-gray-leaf-spot-F2-8-7-15.jpg,train
639,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-gray-leaf-spot-f5.jpg,train
640,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-large-wavy-Xanth-lesions-f3.jpg,train
641,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-leaf-scald-9a.jpg,train
642,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-leaf-scald-9c.jpg,train
643,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-leaf-scald-9d.jpg,valid
644,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-mature-bacterial-leaf-streak.jpg,valid
645,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Corn-NCLB.jpg,train
646,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Corn-northern%20corn%20leaf%20blight-8-21.jpg,train
647,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-northern-corn-leaf-blight-f6.jpg,train
648,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-northern-corn-leaf-blight.jpg,valid
649,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-several-Holcus%20spot%20lesions-f4.jpg,train
650,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-short-backlit-Xanth-lesions-halos-f2-.jpg,train
651,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-short-backlit-Xanth-lesions-halos-f2.jpg,train
652,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn-stalk-rot-leaf-symptoms-F1.jpg.jpeg,train
653,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Corn020Fig2.jpg,valid
654,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn1.jpg,valid
655,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn_disease_clip_image001_0003.jpg,train
656,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Corn_Fig10.jpg,train
657,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\corn_gray_leaf_spot.jpg,train
658,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\cp_VA-123_northern_corn_leaf_blight_article.jpg,train
659,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\disease.jpg,valid
660,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\disease3.jpg,train
661,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\disease4.jpg,train
662,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\dsc5270.jpg,train
663,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\dsc5582.jpg,train
664,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\DSCN0119.jpg,valid
665,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\DSCN0128.jpg,train
666,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Erv-sprayed-4.jpg,train
667,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\f7bd710e84db49829a918d85a2ff809c1.jpg,train
668,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\fi00245.JPG.jpg,train
669,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Fig%201b%20BLS%20backlit%20new%20copy.jpg,train
670,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Fig1_Northern_corn_leaf_blight.JPG.jpg,train
671,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Figure%202%20Foliar%20symptoms%20of%20similar%20diseases%20to%20Goss.jpg,train
672,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Figure%202.JPG.jpg,train
673,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Figure-2-.jpg,train
674,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\FJ_018_F16271-2.jpg,train
675,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Freckles-in-older-lesion1.jpg,train
676,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\ga-2015-05-20-nclb.jpg,train
677,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\gls99-anamosa-400x334.jpg,train
678,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\GLSvsNCLB.jpg,train
679,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\gosswilt_TMB.jpg,valid
680,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\gray-leaf-spot-lesions-F4.jpg,train
681,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\gray-leaf-spot-severe--.jpg,train
682,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\helminthosporium-or-turcicum-leaf-stains-on-corn-leaf-disease-of-corn-plant-R5GR3C.jpg,train
683,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Henrycorn1.jpg,train
684,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\image.jpg,train
685,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\image393.jpg,train
686,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\image_1500x1500%253E.jpeg1473988930.jpg,train
687,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\image_1500x1500%253E.jpeg1473988931.jpg,train
688,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\img_0099-2.jpg,train
689,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\IMG_1153.JPG.jpg,train
690,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\IMG_1347.JPG.jpg,train
691,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\IMG_1385.jpg,train
692,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\IMG_1468-431x323.JPG.jpg,train
693,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\IMG_20140601_143916_7931.jpg,train
694,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\IMG_20140601_143928_0711.jpg,train
695,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\img_5593211e4bf88_49361.jpg,train
696,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Kelley%20NCLB.jpg,train
697,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\leafblightcorn.jpg,train
698,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\N.-Corn-Leaf-Blight-20lx3t9.jpg,train
699,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\NCLB-2.jpg,train
700,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\nclb-2015-n-mcghee.jpg,train
701,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\nclb3x1200.jpg,train
702,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\nclb3_rob_factsheetimage.jpg,train
703,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\nclb4x1200.jpg,train
704,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\NCLB6.jpg,train
705,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\nclb7x1200.jpg,train
706,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\ncls-2016-a-shirley.jpg,train
707,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\ncorn_leaf_blight_0796_02.jpg,train
708,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\NoCornLeafBlight13b.jpg,train
709,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Northern-Corn-Blight.jpg,train
710,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\northern-corn-leaf-blight-exserohilum-turcicum-lesions-on-a-maize-BBFWRB.jpg,train
711,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\northern-corn-leaf-blight-exserohilum-turcicum-lesions-on-a-maize-BX3K2K.jpg,train
712,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\northern-corn-leaf-blight-exserohilum-turcicum-lesions-on-a-maize-leaf-south-africa-XDYJWY.jpg,train
713,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\northern-corn-leaf-blight-exserohilum-turcicum-lesions-on-a-maize-leaf-south-africa-xe3a7j.jpg,train
714,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Northern-Corn-Leaf-Blight-in-Sweet-Corn.jpg,valid
715,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Northern-Corn-Leaf-Blight-Lesions.jpg,train
716,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Northern-Corn-Leaf-Blight-NCLB-med.jpg,train
717,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Northern-corn-leaf-blight-NM-F1a.jpg,train
718,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Northern-corn-leaf-blight-NM-F2.jpg,train
719,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Northern-corn-leaf-blight-V12-leaf-NM-F3.jpg,train
720,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Northern-Corn-Leaf-Blight.ashx.jpg,train
721,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\northern-corn-leaf-blight.jpg,train
722,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Northern-corn-leaf-blight2_twitter.jpg,train
723,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Northern-Corn-Leaf-Blight4.jpg,valid
724,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Northern-Corn-Leaf-Blight_2.jpg,train
725,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Northern-corn-leafblight.jpg,train
726,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Northern-leaf-blight-in-corn.jpg,train
727,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\NorthernCornLeafBlight.jpg,train
728,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\northern_corn_leaf_blight_university_of_delaware-600x400.jpg,train
729,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\northern_leaf_blight.jpg,valid
730,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Ontario-Field-Crop-Report_July_27_2017_f1-1024x768.jpg,valid
731,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\P1000367.jpg,train
732,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\P6120019.jpg,train
733,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\photo-7-004.jpg,train
734,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\possible-northerncornleafspot.jpg,valid
735,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Risk+factors+for+Goss%E2%80%99s+wilt+and+leaf+blight+Percent+surface+residue.jpg,train
736,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\rsz0731northernleafblightcigarshapedlesionsfig5.jpg,valid
737,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\SAM_0376.JPG.jpg,train
738,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\show_picture.aspid=aaaaaaaaaanoroz&w=524.jpg,train
739,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Slide1.preview.jpg,train
740,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\smaller-Septoria2.jpg,train
741,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Southern-Corn-Leaf-Blight-USDA.ashxw=770.jpg,train
742,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\Stewarts-Leaf-Blight-Phase-24.jpg,train
743,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\stewartswilt.jpg,train
744,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\stock-photo-northern-corn-leaf-blight-nclb-is-a-foliar-disease-of-corn-maize-caused-by-exserohilum-turcicum-592778840.jpg,train
745,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\stock-photo-northern-corn-leaf-blight-nclb-is-a-foliar-disease-of-corn-maize-caused-by-exserohilum-turcicum-592778861.jpg,train
746,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\stock-photo-northern-corn-leaf-blight-nclb-is-a-foliar-disease-of-corn-maize-caused-by-exserohilum-turcicum-592778870.jpg,train
747,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\stock-photo-northern-corn-leaf-blight-nclb-is-a-foliar-disease-of-corn-maize-caused-by-exserohilum-turcicum-592778882.jpg,train
748,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\swcdg1-e1482969712678-300x188.jpg,train
749,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\swcdg1.jpg,train
750,Corn leaf blight,..\datasets\plantdoc-dataset\train\Corn leaf blight\sweetcorn_Northern-corn-leaf-blight_zoom.jpg,train
751,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\36687400253_a227c2ca28_b.jpg,train
752,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\37310253326_7f32b316d1_b.jpg,train
753,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\37310253806_04fee91918_b.jpg,train
754,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\37356969601_4208f8bb7f_b.jpg,train
755,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\5833328024_724f1df3f2_b.jpg,train
756,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Common-rust-east-central-Indiana.jpg,train
757,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\common-rust-in-field-300x200.jpg,train
758,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\common-rust-lower-leaf-side.jpg,valid
759,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Common-rust-of-corn-Tedford.jpg,train
760,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\common-rust-upper-leaf-side.jpg,train
761,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\common-rust3.jpg,train
762,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\commonrust-2016-a-shirley.jpg,train
763,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\commonrust2-1024x768.jpg,train
764,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Corn%20Common%20Rust.png.jpg,train
765,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\corn%20rust.jpg,train
766,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Corn-Common-Rust-300x225.jpg,train
767,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\corn-common-rust-f5-R.jpg,train
768,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Corn-Common-Rust.jpg,train
769,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\corn-diseases-fig-1-so-rust.jpg,valid
770,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\corn-diseases-fig-2-tar-spot.jpg,valid
771,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\corn-leaf-rust.jpg,train
772,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\corn-rust-2.jpg,train
773,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\corn-rust-3.jpg,train
774,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\corn-rust-4.jpg,train
775,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\corn-rust-5.jpg,train
776,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\corn-rust-6_19_17-image.jpg,train
777,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\corn-rust-disease-pests-leaf-260nw-1038062233.jpg,train
778,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\corn-rust.jpg,train
779,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Corn-Rusts-wKBishop-story-622x467.jpg,train
780,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\corn-southern-rust-2.jpg,train
781,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Corn-Southern-Rust-7-17-F1.jpg,train
782,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Corn-southern-rust-advanced-F1b-8-7-15.jpg,train
783,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Corn-southern-rust-C-Schleicher-7-31-F1.jpg,valid
784,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Corn-southern-rust-early-F1a-8-7-15.jpg,valid
785,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Corn-southern-rust-F1%20%281%29.jpg,train
786,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\corn-southern-rust-pustules.JPGitok=VXIzyv8m.jpg,train
787,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\corn-southern-rust-spores.jpg,valid
788,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\CornRust1.jpg,train
789,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\CornRustFS1.jpg,train
790,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\CornRustFS3.jpg,valid
791,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\corn_rust.jpg,train
792,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\corn_rust1_l.jpg,train
793,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\COURTESY_southernrust-greyleaf.jpg,train
794,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\disease.JPG.jpg,train
795,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\disease1.jpg,train
796,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\disease2.jpg,train
797,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Faske%20Southern%20rust%20of%20corn.jpg,train
798,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Fig3_Common_rust.JPG.jpg,train
799,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Figure%201%20Common%20rust%20on%20a%20corn.jpg,valid
800,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Figure%201%20common%20rust%20on%20corn.jpg,train
801,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Figure%201%20early%20southern%20rust.JPG.jpg,train
802,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Figure%201a%20%20early%20symptoms%20S%20rust.jpg,train
803,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Figure%202a%20older%20S%20rust%20pustules.jpg,train
804,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Figure-12.jpg,train
805,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Figure-4-stripe-rust.jpg,train
806,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\g14-1680-1.jpg,train
807,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\g14-1680-6.jpg,valid
808,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\ga-2015-06-01-crust-02.jpg,valid
809,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\GetStoredImagesymbolicName=originalX19261YsiteXDTNYcatalogXcatalog%20&category=CMS.jpg,train
810,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\imag4090.jpg,train
811,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\image1.jpg,train
812,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\imgF.jpg,train
813,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\IMG_1360-1.jpg,train
814,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\IMG_1376-300x300.jpg,train
815,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\IMG_1762.jpg,train
816,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\IMG_1841.jpg,train
817,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\IMG_20130620_190316.jpg,train
818,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\IMG_5011-15vruqb.jpg,train
819,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\markjones-corn-001.jpg,train
820,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Ontario-Field-Crop-Report_July_27_2017_f2-1024x768.jpg,train
821,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\plant-rust-southern-rust-on-corn-leaf-plant-diseases-rust-of-wheat.jpg,train
822,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\ppth-friskop-1-corn-rust.png.jpg,train
823,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\pu_polysora.jpg,train
824,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Resized_DSC_0191_Rust-Closeup.jpg,train
825,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\rust-3.jpg,train
826,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\rust.jpg,train
827,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\rust1_600px-2emtnhc.jpg,train
828,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\SCR-2015.jpg,train
829,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\SCR.jpg,train
830,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\sevc.jpg,train
831,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\So-Corn-Rust.jpg,train
832,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Southern%20corn%20rust.ashxw=600.jpg,valid
833,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Southern%20rust.jpg,train
834,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Southern-Corn-Rust.ashxw=770.jpg,train
835,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Southern-Corn-Rust1.jpg,train
836,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\southern-rust-2.jpg,train
837,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Southern-rust-2_Wise.jpg,train
838,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\southern-rust-als.jpg,train
839,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\southern-rust-close.jpg,train
840,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\southern-rust-lower-side.jpg,train
841,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Southern-rust-underside-of-leaf-1.jpg,train
842,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\southern-rust-upper-side-576x1024.jpg,train
843,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Southern-rust-upper-side-of-leaf-with-pustules-1.jpg,train
844,Corn rust leaf,..\datasets\plantdoc-dataset\train\Corn rust leaf\Southern-Rust4-300x200.jpg,train
